"Find companies","Name","Description","Primary Industry","Size","Type","Location","Country","Domain","LinkedIn URL","Update People Search (Find people Table) - 2026-02-13T07:12:49.564Z"
,"Dordtse Schoolvereniging","De Dordtse schoolverenging heeft twee scholen, School Vest en De School Mühring in Dordrecht. We bieden basisonderwijs op algemene grondslag. Dat betekent dat we op basis van wederzijds respect openstaan voor alle kinderen en ouders, ongeacht hun aard en hun culturele- of religieuze achtergrond.

In onze missie staat de gezamenlijke verantwoordelijkheid centraal:

“Samen met de ouders voeden wij de kinderen op tot zelfstandige en verantwoordelijke burgers die op hun eigen manier en naar eigen vermogen hun bijdrage aan de samenleving in brede zin kunnen en willen geven.”

Onze kernwaarden verklaren waarom we de dingen doen, die we doen.  We geloven in:

- Veiligheid;
- Zelfstandigheid en verantwoordelijkheid;
- Innovatie van het onderwijs;
- Plan, do, check, act ofwel planmatig werken, evalueren en bijsturen.

Onze kernwaarden zijn van toepassing op alle leerlingen, ouders en medewerkers van de Dordtse schoolvereniging.

Ons motto is: ‘uitdagend en toekomstbestendig onderwijs’, dat onze leerlingen in staat stelt zich optimaal te ontwikkelen. Ouders spelen hierbij een belangrijke rol. Het onderwijsteam werkt aan het vergroten van het inzicht van de leerlingen in hun eigen ontwikkeling en in het bepalen van hun eigen leerdoelen door samen systematisch in gesprek te gaan.","Education Administration Programs","51-200 employees","Public Company","Dordrecht, Zuid-Holland","Netherlands","dordtseschoolvereniging.nl","https://www.linkedin.com/company/dordtse-schoolvereniging",
,"Veluws College Cortenbosch","Het Veluws College Cortenbosch is een vmbo-school in Apeldoorn. De school heeft alle leerwegen van het vmbo (basis, kader, gemengd, mavo) in huis. Of leerlingen nu het liefst praktisch bezig zijn of zich liever richten op de meer theoretische lesstof; Cortenbosch helpt hen het hoogst haalbare niveau te bereiken! Leerlingen krijgen volop kansen om te werken aan hun toekomst en talenten. Bijvoorbeeld in het ICT-LAB of tijdens de Fl@xuren en de PlusVakken. Op het Veluws College Cortenbosch is oog voor iedereen: in de les en in de rest van de school. Leerlingen kunnen er zichzelf zijn, krijgen hulp als dat nodig is en de sfeer is er veilig en prettig.","Primary and Secondary Education","51-200 employees","Educational","Apeldoorn, Gelderland","Netherlands","veluwscollege.nl","https://www.linkedin.com/company/veluws-college-cortenbosch",
,"S.A. Amoras","Sv Amoras is the study association for Automotive & Engineering at the HAN University of Applied Sciences in Arnhem. The study association is open to all students from the following programs: Electrical Engineering, Embedded Systems Engineering, Industrial Product Design, Technical Business Administration, Mechanical Engineering, and Automotive. With nearly 500 members, Sv Amoras is a young and rapidly growing study association. The idea behind it is to encourage more interaction among Engineering & Automotive students, as they are likely to encounter each other frequently in the professional field. Despite Sv Amoras not having a long history, they organize various enjoyable activities, such as barbecues for members to get to know each other better, interesting excursions within the Netherlands, and study trips abroad. Additionally, Sv Amoras is responsible for organizing the orientation program for new first-year students, parties, social gatherings, and Study General events. To continue growing and generating new ideas, Sv Amoras maintains close contact with other study associations in Arnhem. They occasionally collaborate on activities together. If you have any questions or would like more information about Sv Amoras, please feel free to email us at info@svamoras.nl.","Higher Education","51-200 employees","Non Profit","Arnhem, Gelderland","Netherlands","svamoras.nl","https://www.linkedin.com/company/sv-amoras",
,"Hospice Thuis van Leeghwater","Hospice Thuis van Leeghwater biedt een warme, liefdevolle thuisvervangende omgeving voor mensen van wie de levensverwachting niet langer is dan drie maanden. Het Hospice is landelijk gelegen in het dorp Middenbeemster in Noord-Holland en sinds 2011 gevestigd in een nieuw, karakteristiek pand. Het Hospice heeft vier comfortabele bewonerskamers, een gezellige huiskamer, een familiekamer voor overnachten, en een heerlijke tuin. Er zijn 24 uur per dag verpleegkundigen aanwezig voor de palliatieve zorg voor de bewoners, bijgestaan door de lokale huisartsen. Daarnaast heeft het Hospice een getraind team van ruim 80 vrijwilligers waarvan er gedurende de dag en avond altijd twee aanwezig zijn om het de bewoners zoveel mogelijk naar de zin te maken, en steun te geven aan de naasten.","Hospitals and Health Care","51-200 employees","Non Profit","Middenbeemster, Noord-Holland","Netherlands","hospiceleeghwater.nl","https://www.linkedin.com/company/hospice-thuis-van-leeghwater",
,"KW1C ICT & Creatieve industrie","Onderwijs
#mbo #opleiding #mediavormgever, #filmmaker #avspecialist #fotograaf, #mediaredactie","Education","51-200 employees",,"’s-Hertogenbosch, North Brabant","Netherlands","kw1c.nl","https://www.linkedin.com/company/kw1cictencreatieveindustrie",
,"SmileClinic","Voor een gezond én mooi gebit!
Bij SmileClinic in Capelle aan den IJssel bevindt zich alle mondzorg onder één dak. Wij beschikken over een uitgebreid team met verschillende specialismen. Wij staan bekend om onze expertise in implantologie en esthetiek. Ons veelzijdig en vakkundig team heet u graag van harte welkom!

Wanneer u erg angstig bent voor een behandeling kunt u ook bij ons terecht. Onze praktijk in Capelle aan den IJssel is tevens onze locatie waar wij de narcosebehandelingen uitvoeren. 


Heeft u speciale tandheelkundige wensen?
Heeft u tandheelkundige vragen? Loop gerust bij ons binnen. Eén van onze medewerkers helpt u graag en informeert u over alle mogelijkheden binnen onze praktijk.


Wij nemen nieuwe patiënten aan!
Omdat wij van mening zijn dat iedereen recht heeft op een gezond gebit, hanteren wij geen patiëntenstop.
Inschrijven kan heel eenvoudig online op deze website.","Hospitals and Health Care","51-200 employees","Partnership","Capelle aan den IJssel, Zuid-Holland","Netherlands","smileclinic.nl","https://www.linkedin.com/company/smileclinic-klik-",
,"Jong Catent","-","Education Administration Programs","51-200 employees","Non Profit","Zwolle, Overijssel","Netherlands","catent.nl","https://www.linkedin.com/company/jong-catent",
,"ZAB Zorg","Over ZAB:
Wij zijn er voor een ieder die het (tijdelijk) thuis niet op eigen kracht redden. Als thuiszorgorganisatie bieden wij kwalitatief hoogwaardige zorg, uiteenlopend van wijkverpleging (persoonlijke verzorging en verpleging) tot aan huishoudelijke hulp en begeleiding/ondersteuning.  Tijdens het zorg- en begeleidingstraject staat de zelfredzaamheid centraal. 

Diensten die ZAB biedt:
* Huishoudelijke hulp
* (Ondersteunende) begeleiding
* Opvoedingsondersteuning
* Persoonlijke verzorging
* (Wijk)verpleging
* Palliatieve zorg
* Specialistische zorg

Onze kernwaarden:
- Kwalitatief hoogwaardige belevingsgerichte thuiszorg in uw eigen taal
- Resultaatgerichte zorg en ondersteuning, waarbij verbetering van de zelfredzaamheid centraal staat
- Thuiszorg afgestemd op uw persoonlijke situatie en voorkeur, rekening houdend met uw omgeving, cultuur, religie, taal en nationaliteit
- Aandacht voor detail, begrip, respect en een luisterend oor
- Laagdrempelige, kleinschalige en wijkgerichte zorg
- Zorglevering uitsluitend door gekwalificeerd personeel
- Zorg wanneer u deze nodig heeft, zonder wachtlijsten","Hospitals and Health Care","51-200 employees","Non Profit","Den Haag, Zuid-Holland","Netherlands","zabzorg.nl","https://www.linkedin.com/company/zabzorg",
,"Jong Florence","Jong Florence: Zorg van geboorte tot kleutertijd!

Onze jeugdartsen, jeugdverpleegkundigen en assistentes bieden jeugdgezondheidszorg aan alle kinderen van 0-4 jaar in Den Haag. We monitoren de gezondheid van zuigelingen en peuters en geven advies, voorlichting en ondersteuning bij de opvoeding en verzorging aan ouders.
Onze 140 vrijwilligers, moeders met ervaring, van Moeders informeren Moeders begeleiden moeders met een eerste kindje die een steuntje in de rug kunnen gebruiken.","Hospitals and Health Care","51-200 employees","Non Profit","Den Haag, Zuid Holland","Netherlands","jongflorence.nl","https://www.linkedin.com/company/jong-florence",
,"KW1C Ondernemen en management",,"Education","51-200 employees","Educational","'s-Hertogenbosch, Meierijstad, Land van Cuijk, Oss","Netherlands","kw1c.nl","https://www.linkedin.com/company/kw1c-ondernemen-en-management",
,"Thuiszorg ELELE","Thuiszorg ELELE geeft ouderen en anderen die tijdelijk of langdurig zorg nodig hebben de mogelijkheid om in de eigen woon- en leefomgeving de benodigde zorg en ondersteuning  te krijgen. Dit kan in de vorm van hulp in de huishouding, individuele begeleiding, dagbesteding en persoonlijke verzorging. Op deze manier kan een opname in een instelling worden voorkomen of uitgesteld,","Hospitals and Health Care","51-200 employees","Public Company","Nijmegen, Gelderland","Netherlands","thuiszorgelele.nl","https://www.linkedin.com/company/thuiszorg-elele",
,"Buurtzorgpension","Buurtzorgpension heeft verschillende pensions in Nederland. Mensen die tijdelijk niet zelfstandig thuis kunnen zijn, bijvoorbeeld na een operatie, en verpleging of verzorging nodig hebben, kunnen hier tijdelijk verblijven. Wij onderscheiden ons door de combinatie van hoge kwaliteit van zorg en de gastvrije ambiance.","Hospitals and Health Care","51-200 employees","Non Profit","Rotterdam, Zuid-Holland","Netherlands","buurtzorgpension.nl","https://www.linkedin.com/company/buurtzorgpensionnederland",
,"Kinderopvang Baarn","Kinderopvang Baarn: een kei in leuke, gezonde EN educatieve kinderopvang

Kinderopvang is niet meer weg te denken uit onze samenleving. Veel vrouwen willen graag weer aan de slag na de bevalling en ouders vinden het plezierig dat ze allebei kunnen werken. Daarom is een betrouwbare en vertrouwde opvang van kinderen belangrijk. Kinderopvang bieden betekent voor ons medeverantwoordelijk zijn voor de opvoeding van uw kind(eren) die u aan ons toevertrouwt. Een mede-opvoeder zijn: bewust en met plezier bijdragen aan een evenwichtige ontwikkeling van kinderen.
De missie die wij ons gesteld hebben, luidt:

""Wij, Kinderopvang Baarn, zien de unieke groei van ieder kind. Met plezier en vol vertrouwen begeleiden we uw kind in deze uitdagende reis van ontmoeten, ontdekken en ontwikkelen.""

We werken met elkaar vanuit
drie kernwaarden
verantwoordelijkheid – vertrouwen - plezier

drie actiewoorden (doewoorden)
ontmoeten – ontdekken - ontwikkelen

en drie basisregels voor het omgaan met elkaar in een open cultuur
zien en gezien worden – verwachten is niet afwachten – afspreken is aanspreken

Werkend vanuit deze negen kernbegrippen zijn wij professioneel, deskundig en ervaren, vriendelijk en persoonlijk, kindgericht en veilig en dit alles in een omgeving die een warme sfeer uitstraalt en met een individuele betrokkenheid.

Kinderopvang Baarn, waar uw kind KIND kan zijn","Education Management","51-200 employees","Educational","Baarn, Utrecht","Netherlands","kinderopvangbaarn.nl","https://www.linkedin.com/company/kinderopvang-baarn",
,"Mantum onderwijs","www.werkenbijmantum.nl  

Mantum Onderwijs is een schoolvereniging die zich inzet voor christelijk-reformatorisch basisonderwijs en opvang voor kinderen van 0 tot 13 jaar in de regio Den Haag, Westland, Alphen aan den Rijn en Vlaardingen. 

Op onze scholen staat de Bijbel centraal: dit is de basis die onze scholen met elkaar verbindt en richting geeft aan alles wat we doen
We vinden het belangrijk dat ieder kind gelijke kansen krijgt om zijn of haar talenten te ontdekken en te ontwikkelen. Dit doen we in een warme, veilige en lerende omgeving, waarin kinderen zich geliefd en gezien weten.

Bij Mantum Onderwijs werken en leven we vanuit drie kernwaarden:

Dienstbaarheid
We leren kinderen om God en hun medemens lief te hebben. We hebben oog, hart en zorg voor elkaar, en behandelen iedereen met respect.

Lerend
Elk kind heeft unieke gaven. We moedigen kinderen aan om deze talenten te ontwikkelen, te groeien en van elkaar te leren. Zo helpen we elkaar vooruit.

Geborgenheid
We zorgen samen voor een liefdevolle en veilige omgeving. Leven en leren doen we met elkaar, zodat iedereen zich thuis voelt.

Samen werken, samen leren en samen groeien: dat is waar Mantum Onderwijs voor staat.","Primary and Secondary Education","51-200 employees","Educational","Vlaardingen, Zuid-Holland","Netherlands","mantum.nl","https://www.linkedin.com/company/mantum-onderwijs",
,"Omring Kraamzorg","Omring Kraamzorg is een kraamzorgorganisatie actief in West-Friesland, de Kop van Noord-Holland en de regio's Alkmaar en Zaanstreek-Waterland. De organisatie levert diensten vanaf het moment dat de vrouw zwanger is, tijdens de partus en gedurende de kraamtijd. Binnen de organisatie zijn diverse disciplines werkzaam op gebied van borstvoeding en diëtetiek. Er wordt nauw samengewerkt met andere partijen in de keten, zoals verloskundigen, huisartsen, ziekenhuizen en consultatiebureaus.","Hospitals and Health Care","51-200 employees","Public Company","Hoorn, Noord Holland","Netherlands","omringkraamzorg.nl","https://www.linkedin.com/company/omring-kraamzorg",
,"FortaGroep POH-GGZ","FortaGroep is gespecialiseerd in de diagnostiek en behandeling van psychische en psychiatrische klachten. Vanuit servicegerichte praktijken bieden enthousiaste psychologen en psychiaters behandeling voor volwassenen, jongeren en kinderen. FortaGroep onderscheidt zich door haar snelheid in dienstverlening en transparantie naar cliënten.

FortaGroep POH-GGZ levert al sinds 2012 GGZ-ondersteuning in huisartsenpraktijken. Meer dan 60 POH-GGZ collega’s zijn werkzaam in ruim 150 huisartsenpraktijken. Wij streven een langdurige samenwerking tussen de huisarts en POH-GGZ na.","Hospitals and Health Care","51-200 employees","Privately Held","Rotterdam, Zuid-Holland","Netherlands","pohggz.nu","https://www.linkedin.com/company/fortagroep-pohggz",
,"Hospice Dôme","De medewerkers en vrijwilligers van Hospice Dôme bieden palliatieve zorg in de laatste levensfase vanuit het principe van palliatief redeneren, vierdimensionale zorg, complementaire zorg en presentie. Hospice Dôme is gevestigd in Amersfoort.","Hospitals and Health Care","51-200 employees","Non Profit","Amersfoort, Utrecht","Netherlands","hospicedome.nl","https://www.linkedin.com/company/hospice-dôme",
